[CAT=list]	Statystyki kobiet w Pucharze Świata w biathlonie 2012/2013	Statystyki mężczyzn w Pucharze Świata w biathlonie 2012/2013	None
[CAT=sport]	Pięciobój wojskowy na Światowych Wojskowych Igrzyskach Sportowych 2007 – drużynowo kobiet	Pięciobój wojskowy na Światowych Wojskowych Igrzyskach Sportowych 2007 – drużynowo mężczyzn	None
[CAT=sport]	Pięciobój wojskowy na Światowych Wojskowych Igrzyskach Sportowych 2007 – indywidualnie kobiet	Pięciobój wojskowy na Światowych Wojskowych Igrzyskach Sportowych 2007 – indywidualnie mężczyzn	None
[CAT=sport]	Pięciobój wojskowy na Światowych Wojskowych Igrzyskach Sportowych 2007 – sztafeta kobiet	Pięciobój wojskowy na Światowych Wojskowych Igrzyskach Sportowych 2007 – sztafeta mężczyzn	None
[CAT=sport]	Piłka nożna kobiet na Letnich Igrzyskach Olimpijskich 2004 (składy)	Piłka nożna mężczyzn na Letnich Igrzyskach Olimpijskich 2004 (składy)	None
[CAT=sport]	Piłka nożna na Letnich Igrzyskach Olimpijskich 2012 – turniej kobiet	Piłka nożna na Letnich Igrzyskach Olimpijskich 2012 – turniej mężczyzn	None
[CAT=sport]	Piłka nożna na Letnich Igrzyskach Olimpijskich 2016 – turniej kobiet	Piłka nożna na Letnich Igrzyskach Olimpijskich 2016 – turniej mężczyzn	None
[CAT=sport]	Piłka nożna na Światowych Wojskowych Igrzyskach Sportowych 2007 – turniej kobiet	Piłka nożna na Światowych Wojskowych Igrzyskach Sportowych 2007 – turniej mężczyzn	None
[CAT=sport]	Piłka nożna na Światowych Wojskowych Igrzyskach Sportowych 2011 – turniej kobiet	Piłka nożna na Światowych Wojskowych Igrzyskach Sportowych 2011 – turniej mężczyzn	None
[CAT=sport]	Piłka nożna na Światowych Wojskowych Igrzyskach Sportowych 2015 – turniej kobiet	Piłka nożna na Światowych Wojskowych Igrzyskach Sportowych 2015 – turniej mężczyzn	None
[CAT=sport]	Piłka nożna na Światowych Wojskowych Igrzyskach Sportowych 2019 – turniej kobiet	Piłka nożna na Światowych Wojskowych Igrzyskach Sportowych 2019 – turniej mężczyzn	None
[CAT=sport]	Piłka ręczna na Igrzyskach Ameryki Środkowej i Karaibów 2014 – turniej kobiet	Piłka ręczna na Igrzyskach Ameryki Środkowej i Karaibów 2014 – turniej mężczyzn	None
[CAT=sport]	Piłka ręczna na Igrzyskach Ameryki Środkowej i Karaibów 2018 – turniej kobiet	Piłka ręczna na Igrzyskach Ameryki Środkowej i Karaibów 2018 – turniej mężczyzn	None
[CAT=sport]	Piłka ręczna na Igrzyskach Azjatyckich 2018 – turniej kobiet	Piłka ręczna na Igrzyskach Azjatyckich 2018 – turniej mężczyzn	None
[CAT=sport]	Piłka ręczna na Igrzyskach Panamerykańskich 2011 – turniej kobiet	Piłka ręczna na Igrzyskach Panamerykańskich 2011 – turniej mężczyzn	None
[CAT=sport]	Piłka ręczna na Igrzyskach Panamerykańskich 2015 – turniej kobiet	Piłka ręczna na Igrzyskach Panamerykańskich 2015 – turniej mężczyzn	None
[CAT=sport]	Piłka ręczna na Igrzyskach Panamerykańskich 2019 – turniej kobiet	Piłka ręczna na Igrzyskach Panamerykańskich 2019 – turniej mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2008 – składy kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2008 – składy mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2008 – turniej kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2008 – turniej mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2012 – kwalifikacje kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2012 – kwalifikacje mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2012 – składy kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2012 – składy mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2012 – turniej kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2012 – turniej mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2016 – azjatycki turniej kwalifikacyjny kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2016 – azjatycki turniej kwalifikacyjny mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2016 – kwalifikacje kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2016 – kwalifikacje mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2016 – składy kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2016 – składy mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2016 – turniej kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2016 – turniej mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2020 – azjatycki turniej kwalifikacyjny kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2020 – azjatycki turniej kwalifikacyjny mężczyzn	None
[CAT=sport]	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2020 – kwalifikacje kobiet	Piłka ręczna na Letnich Igrzyskach Olimpijskich 2020 – kwalifikacje mężczyzn	None
[CAT=sport]	Piłka siatkowa na Igrzyskach Panamerykańskich 2019 - turniej kobiet	Piłka siatkowa na Igrzyskach Panamerykańskich 2019 - turniej mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1964 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1964 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1968 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1968 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1972 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1972 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1976 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1976 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1980 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1980 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1984 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1984 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1988 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1988 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1992 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1992 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1996 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1996 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1996 – turniej plażowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 1996 – turniej plażowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2000 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2000 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2000 – turniej plażowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2000 – turniej plażowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2004 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2004 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2004 – turniej plażowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2004 – turniej plażowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2008 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2008 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2008 – turniej plażowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2008 – turniej plażowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2012 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2012 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2012 – turniej plażowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2012 – turniej plażowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2016 – turniej halowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2016 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2016 – turniej plażowy kobiet	Piłka siatkowa na Letnich Igrzyskach Olimpijskich 2016 – turniej plażowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Letniej Uniwersjadzie 2011 – turniej kobiet	Piłka siatkowa na Letniej Uniwersjadzie 2011 – turniej mężczyzn	None
[CAT=sport]	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 1995 – turniej halowy kobiet	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 1995 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2003 – turniej halowy kobiet	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2003 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2007 – turniej halowy kobiet	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2007 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2011 – turniej halowy kobiet	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2011 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2011 – turniej plażowy kobiet	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2011 – turniej plażowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2015 – turniej halowy kobiet	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2015 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2019 – turniej halowy kobiet	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2019 – turniej halowy mężczyzn	None
[CAT=sport]	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2019 – turniej plażowy kobiet	Piłka siatkowa na Światowych Wojskowych Igrzyskach Sportowych 2019 – turniej plażowy mężczyzn	None
[CAT=sport]	Podnoszenie ciężarów na Letnich Igrzyskach Olimpijskich 2008 – do 69 kg kobiet	Podnoszenie ciężarów na Letnich Igrzyskach Olimpijskich 2008 – do 69 kg mężczyzn	None
[CAT=sport]	Podnoszenie ciężarów na Letnich Igrzyskach Olimpijskich 2012 – waga do 69 kg kobiet	Podnoszenie ciężarów na Letnich Igrzyskach Olimpijskich 2012 – waga do 69 kg mężczyzn	None
[CAT=sport]	Podnoszenie ciężarów na Letnich Igrzyskach Olimpijskich 2016 – waga do 69 kg kobiet	Podnoszenie ciężarów na Letnich Igrzyskach Olimpijskich 2016 – waga do 69 kg mężczyzn	None
[CAT=sport]	Pogoń Szczecin (piłka ręczna kobiet)	Pogoń Szczecin (piłka ręczna mężczyzn)	None
[CAT=sport]	Portugal Open 2013 (kobiety)	Portugal Open 2013 (mężczyźni)	None
[CAT=sport]	Portugal Open 2014 (kobiety)	Portugal Open 2014 (mężczyźni)	None
[CAT=sport]	Puchar Ameryki Północnej w narciarstwie alpejskim kobiet 2016/2017	Puchar Ameryki Północnej w narciarstwie alpejskim mężczyzn 2016/2017	None
[CAT=sport]	Puchar Australii i Oceanii w narciarstwie alpejskim kobiet 2012	Puchar Australii i Oceanii w narciarstwie alpejskim mężczyzn 2012	None
[CAT=sport]	Puchar Australii i Oceanii w narciarstwie alpejskim kobiet 2013	Puchar Australii i Oceanii w narciarstwie alpejskim mężczyzn 2013	None
[CAT=sport]	Puchar Australii i Oceanii w narciarstwie alpejskim kobiet 2014	Puchar Australii i Oceanii w narciarstwie alpejskim mężczyzn 2014	None
[CAT=sport]	Puchar Azji w Piłce Siatkowej Kobiet 2010	Puchar Azji w Piłce Siatkowej Mężczyzn 2010	None
[CAT=sport]	Puchar Azji w Piłce Siatkowej Kobiet 2012	Puchar Azji w Piłce Siatkowej Mężczyzn 2012	None
[CAT=sport]	Puchar Azji w Piłce Siatkowej Kobiet 2014	Puchar Azji w Piłce Siatkowej Mężczyzn 2014	None
[CAT=sport]	Puchar Belgii w koszykówce kobiet	Puchar Belgii w koszykówce mężczyzn	None
[CAT=sport]	Puchar Bułgarii w koszykówce kobiet	Puchar Bułgarii w koszykówce mężczyzn	None
[CAT=sport]	Puchar Czarnogóry w koszykówce kobiet	Puchar Czarnogóry w koszykówce mężczyzn	None
[CAT=sport]	Puchar Francji w piłce siatkowej kobiet	Puchar Francji w piłce siatkowej mężczyzn	None
[CAT=sport]	Puchar Grecji w koszykówce kobiet	Puchar Grecji w koszykówce mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 100 m kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 100 m mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 1500 m kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 1500 m mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 200 m kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 200 m mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 3000 m kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 3000 m mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 3000 m z przeszkodami kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 3000 m z przeszkodami mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 400 m kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 400 m mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 400 m przez płotki kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 400 m przez płotki mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 5000 m kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 5000 m mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 800 m kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – bieg na 800 m mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – pchnięcie kulą kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – pchnięcie kulą mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – rzut dyskiem kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – rzut dyskiem mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – rzut młotem kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – rzut młotem mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – rzut oszczepem kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – rzut oszczepem mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – skok o tyczce kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – skok o tyczce mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – skok w dal kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – skok w dal mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – skok wzwyż kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – skok wzwyż mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – sztafeta 4 × 100 m kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – sztafeta 4 × 100 m mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – sztafeta 4 × 400 m kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – sztafeta 4 × 400 m mężczyzn	None
[CAT=sport]	Puchar Interkontynentalny w Lekkoatletyce 2010 – trójskok kobiet	Puchar Interkontynentalny w Lekkoatletyce 2010 – trójskok mężczyzn	None
[CAT=sport]	Puchar Karpat kobiet w skokach narciarskich 2013/2014	Puchar Karpat mężczyzn w skokach narciarskich 2013/2014	None
[CAT=sport]	Puchar Karpat kobiet w skokach narciarskich 2014/2015	Puchar Karpat mężczyzn w skokach narciarskich 2014/2015	None
[CAT=sport]	Puchar Karpat kobiet w skokach narciarskich 2015/2016	Puchar Karpat mężczyzn w skokach narciarskich 2015/2016	None
[CAT=sport]	Puchar Karpat kobiet w skokach narciarskich 2016/2017	Puchar Karpat mężczyzn w skokach narciarskich 2016/2017	None
[CAT=sport]	Puchar Karpat kobiet w skokach narciarskich 2017/2018	Puchar Karpat mężczyzn w skokach narciarskich 2017/2018	None
[CAT=sport]	Puchar Karpat kobiet w skokach narciarskich 2018/2019	Puchar Karpat mężczyzn w skokach narciarskich 2018/2019	None
[CAT=sport]	Puchar Karpat kobiet w skokach narciarskich 2019/2020	Puchar Karpat mężczyzn w skokach narciarskich 2019/2020	None
[CAT=sport]	Puchar Kontynentalny kobiet w kombinacji norweskiej 2017/2018	Puchar Kontynentalny mężczyzn w kombinacji norweskiej 2017/2018	None
[CAT=sport]	Puchar Kontynentalny kobiet w kombinacji norweskiej 2018/2019	Puchar Kontynentalny mężczyzn w kombinacji norweskiej 2018/2019	None
[CAT=sport]	Puchar Kontynentalny kobiet w kombinacji norweskiej 2019/2020	Puchar Kontynentalny mężczyzn w kombinacji norweskiej 2019/2020	None
[CAT=sport]	Puchar Kontynentalny kobiet w kombinacji norweskiej 2020/2021	Puchar Kontynentalny mężczyzn w kombinacji norweskiej 2020/2021	None
[CAT=sport]	Puchar Niemiec w piłce siatkowej kobiet	Puchar Niemiec w piłce siatkowej mężczyzn	None
[CAT=sport]	Puchar Panamerykański w Piłce Siatkowej Kobiet 2011	Puchar Panamerykański w Piłce Siatkowej Mężczyzn 2011	None
[CAT=sport]	Puchar Panamerykański w Piłce Siatkowej Kobiet 2012	Puchar Panamerykański w Piłce Siatkowej Mężczyzn 2012	None
[CAT=sport]	Puchar Panamerykański w Piłce Siatkowej Kobiet 2013	Puchar Panamerykański w Piłce Siatkowej Mężczyzn 2013	None
[CAT=sport]	Puchar Panamerykański w Piłce Siatkowej Kobiet 2014	Puchar Panamerykański w Piłce Siatkowej Mężczyzn 2014	None
[CAT=sport]	Puchar Panamerykański w Piłce Siatkowej Kobiet 2015	Puchar Panamerykański w Piłce Siatkowej Mężczyzn 2015	None
[CAT=sport]	Puchar Panamerykański w Piłce Siatkowej Kobiet 2016	Puchar Panamerykański w Piłce Siatkowej Mężczyzn 2016	None
[CAT=sport]	Puchar Panamerykański w Piłce Siatkowej Kobiet 2017	Puchar Panamerykański w Piłce Siatkowej Mężczyzn 2017	None
[CAT=sport]	Puchar Panamerykański w Piłce Siatkowej Kobiet 2018	Puchar Panamerykański w Piłce Siatkowej Mężczyzn 2018	None
[CAT=sport]	Puchar Panamerykański w Piłce Siatkowej Kobiet 2019	Puchar Panamerykański w Piłce Siatkowej Mężczyzn 2019	None
[CAT=sport]	Puchar Panamerykański w piłce siatkowej kobiet	Puchar Panamerykański w piłce siatkowej mężczyzn	None
[CAT=sport]	Puchar Polski w koszykówce kobiet	Puchar Polski w koszykówce mężczyzn	None
[CAT=sport]	Puchar Polski w piłce nożnej kobiet	Puchar Polski w piłce nożnej mężczyzn	None
[CAT=sport]	Puchar Polski w piłce ręcznej kobiet	Puchar Polski w piłce ręcznej mężczyzn	None
[CAT=sport]	Puchar Polski w piłce siatkowej kobiet	Puchar Polski w piłce siatkowej mężczyzn	None
[CAT=sport]	Puchar Polski w piłce siatkowej kobiet (1932)	Puchar Polski w piłce siatkowej mężczyzn (1932)	None
[CAT=sport]	Puchar Polski w piłce siatkowej kobiet (1933)	Puchar Polski w piłce siatkowej mężczyzn (1933)	None
[CAT=sport]	Puchar Polski w piłce siatkowej kobiet (1934)	Puchar Polski w piłce siatkowej mężczyzn (1934)	None
[CAT=sport]	Puchar Polski w piłce siatkowej kobiet (1935)	Puchar Polski w piłce siatkowej mężczyzn (1935)	None
[CAT=sport]	Puchar Polski w piłce siatkowej kobiet (1936)	Puchar Polski w piłce siatkowej mężczyzn (1936)	None
[CAT=sport]	Puchar Polski w piłce siatkowej kobiet (1950)	Puchar Polski w piłce siatkowej mężczyzn (1950)	None
[CAT=sport]	Puchar Polski w piłce siatkowej kobiet (1951)	Puchar Polski w piłce siatkowej mężczyzn (1951)	None
[CAT=sport]	Puchar Polski w piłce siatkowej kobiet (1952)	Puchar Polski w piłce siatkowej mężczyzn (1952)	None
[CAT=sport]	Puchar Polski w piłce siatkowej kobiet (1953)	Puchar Polski w piłce siatkowej mężczyzn (1953)	None
